place_id,name,address,lat,lng,distance_miles,facility_size_acres,building_count,bay_count,trucks_visible,trailers_visible,cleanliness_score,building_condition,has_signage,has_fencing,lot_organized,facility_type,analysis_notes,image_path,analyzed_at
ChIJjRAPEZ4NaYgRIcxiJjVEIMg,Curtis Roadside & Towing,"1114 Ulrich Ave, Louisville, KY 40219, USA",38.1578581,-85.7014609,4.7,2.5,6,10,3,2,5,6,False,False,False,service_center,The facility appears to be a service center with multiple buildings and service bays. The lot is somewhat cluttered and not very organized. There is a mix of vehicles and equipment stored on the property.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJjRAPEZ4NaYgRIcxiJjVEIMg.jpg,2026-03-30T15:54:40.881955
ChIJycoiwbehaYgRKlQQouaZvNo,TruckPro,"3303 Fern Valley Rd, Louisville, KY 40213, USA",38.157411499999995,-85.70279959999999,4.7,4.5,5,20,1,1,7,7,False,False,True,parts_warehouse,The facility appears to be a parts warehouse with multiple buildings and a large parking area. There are several service bays/loading docks visible. The lot seems relatively organized and clean.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJycoiwbehaYgRKlQQouaZvNo.jpg,2026-03-30T15:54:44.021396
ChIJgWoyDxwMaYgRnrVTjJfZiDg,Commonwealth Dodge,"6408 Preston Hwy, Louisville, KY 40219, USA",38.158638599999996,-85.6991626,4.8,4.5,2,10,0,0,7,7,True,False,True,dealer,"The facility appears to be a car dealership with a large parking lot for inventory. There are two main buildings, and the lot seems well-organized. There is no visible security fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJgWoyDxwMaYgRnrVTjJfZiDg.jpg,2026-03-30T15:54:47.252006
ChIJgZPeyZ8OaYgRc0qEeZpICxY,Dukes A & W Trailer Hitches,"1000 Industrial Blvd, Louisville, KY 40219, USA",38.1523866,-85.7073951,4.8,4.5,2,8,15,40,5,6,False,False,False,storage_yard,"The facility appears to be primarily a storage yard for trailers and trucks. The lot is not very organized, and the cleanliness score is moderate. There is a main building with several bays, and a smaller building attached.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJgZPeyZ8OaYgRc0qEeZpICxY.jpg,2026-03-30T15:54:50.971728
ChIJP1MglZ8OaYgRyOcZJcY7e3I,Suburban Towing,"1006 Industrial Blvd, Louisville, KY 40219, USA",38.152366,-85.7059328,4.8,5.5,2,10,10,15,5,7,False,True,False,storage_yard,"The facility appears to be a storage yard for trucks and trailers, with some repair capabilities. The lot is not very organized and contains a large number of vehicles. There is fencing around the perimeter, but no visible signage.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJP1MglZ8OaYgRyOcZJcY7e3I.jpg,2026-03-30T15:54:54.347062
ChIJDcfm1YsNaYgR0_jJa258xNA,Clay’s Auto Repair & Food Truck/Trailer Building,"1122 Ulrich Ave, Louisville, KY 40219, USA",38.1580283,-85.69994919999999,4.8,1.5,4,6,2,6,5,6,False,False,False,repair_shop,"The facility appears to be a repair shop with some trailer storage. The lot is somewhat cluttered and parking is not well-organized. Building conditions are average, and there is no visible signage or fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJDcfm1YsNaYgR0_jJa258xNA.jpg,2026-03-30T15:54:57.836391
ChIJk-PpGFkSaYgRnCq66NNLuMc,Express Towing 24,"4914 Poplar Level Rd, Louisville, KY 40219, USA",38.169574,-85.6842241,4.9,4.5,4,10,10,5,4,5,False,False,False,storage_yard,"The facility appears to be a vehicle storage yard, possibly for a towing company or salvage operation. The lot is quite cluttered and disorganized with a mix of cars, trucks, and trailers. Building conditions appear fair to poor.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJk-PpGFkSaYgRnCq66NNLuMc.jpg,2026-03-30T15:55:01.308041
ChIJg2s7pFULaYgRBX68d0SM2Gk,U S Towing & Recovery,"4914 Poplar Level Rd, Louisville, KY 40219, USA",38.169571999999995,-85.6842313,4.9,3.5,4,6,5,3,4,6,False,False,False,storage_yard,"The facility appears to be a storage yard for vehicles, including cars, trucks, and trailers. The lot is not very organized and appears somewhat cluttered. There is a main building with service bays and other smaller buildings on the property.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJg2s7pFULaYgRBX68d0SM2Gk.jpg,2026-03-30T15:55:04.724295
ChIJZYba0PygaYgRwmvmQnV2D64,K O Towing Inc,"3210 Gilligan St, Louisville, KY 40212, USA",38.2714911,-85.79988639999999,4.9,1.5,3,4,5,10,5,5,False,False,False,storage_yard,The facility appears to be a storage yard for trucks and trailers. The lot is not very organized and the building conditions are average. There is no visible signage or fencing.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJZYba0PygaYgRwmvmQnV2D64.jpg,2026-03-30T15:55:08.132006
ChIJI7YP9pwLaYgRL73-rYXCQnU,Metro Fleet Services,"3515 Newburg Rd, Louisville, KY 40218, USA",38.1913943,-85.6704699,5.0,5.5,1,10,0,100,5,7,False,False,True,storage_yard,"The facility appears to be primarily a trailer storage yard. The lot is mostly organized with rows of trailers, but some areas appear less maintained. The building looks to be in decent condition with multiple service bays.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJI7YP9pwLaYgRL73-rYXCQnU.jpg,2026-03-30T15:55:11.510458
ChIJ12IzfEFdaYgRjRQiQ2yqae4,Fraley's Fleet Services & Mobile Repair,"822 Meigs Ave, Jeffersonville, IN 47130, USA",38.2805628,-85.7382585,5.1,0.8,2,0,0,0,7,7,False,False,True,other,"The facility appears to be a commercial building with an adjacent smaller building. The parking lot is organized, but there are no trucks or trailers visible in the lot. It is difficult to determine the exact function of the facility from the satellite imagery, but it does not appear to be a typical truck repair or storage facility.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ12IzfEFdaYgRjRQiQ2yqae4.jpg,2026-03-30T15:55:15.651829
ChIJfROA04lyaYgRu53yX4v6OPk,Equine Motorcoach,"520 Marriott Dr, Clarksville, IN 47129, USA",38.2817337,-85.7536229,5.1,6.5,1,0,0,0,6,6,False,False,True,storage_yard,"The facility appears to be a large storage yard, primarily for RVs and motorhomes. The lot is relatively organized, but the building roof shows some signs of wear. There is no visible signage or fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJfROA04lyaYgRu53yX4v6OPk.jpg,2026-03-30T15:55:18.936170
ChIJ4_i0pGQRaYgRD_CEUWgS31o,Discount Tires Used & New,"7739 St Andrews Church Rd, Louisville, KY 40214, USA",38.1520416,-85.81844749999999,5.1,1.0,3,0,0,0,6,6,False,False,True,other,"The facility appears to be a small tire shop with a few buildings. There are no visible trucks or trailers, and the lot is relatively organized. The building condition is average, and there is no visible signage.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ4_i0pGQRaYgRD_CEUWgS31o.jpg,2026-03-30T15:55:22.199486
ChIJeSNK4EYLaYgRqXPogr5pQMQ,Springdale Automotive Centers,"2816 Taylorsville Rd, Louisville, KY 40205, USA",38.222367,-85.6666836,5.1,1.5,2,0,0,0,7,7,False,False,True,other,"The facility appears to be an automotive center with two buildings. There are no visible trucks or trailers, and the lot seems organized. The buildings appear to be in good condition.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJeSNK4EYLaYgRqXPogr5pQMQ.jpg,2026-03-30T15:55:25.603341
ChIJZ8pk4GsSaYgRebT7_AfVf1I,NAPA Auto Parts,"5224 1/2 Dixie Hwy, Louisville, KY 40216, USA",38.162459000000005,-85.831744,5.1,1.2,1,0,1,0,7,7,True,False,True,parts_warehouse,This NAPA Auto Parts facility appears to be a parts warehouse with a standard parking lot. The lot is organized and the building is in decent condition. There is a truck on the road nearby.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJZ8pk4GsSaYgRebT7_AfVf1I.jpg,2026-03-30T15:55:28.849603
ChIJN04tz9pzaYgRFoSO3KrdNzQ,RV Repair and Service Center at Campers Inn RV of Louisville,"520 Marriott Dr, Clarksville, IN 47129, USA",38.2817674,-85.7536822,5.1,6.5,4,10,0,0,6,6,False,False,True,service_center,"This facility appears to be an RV repair and service center. There are several large buildings, some with service bays. The lot appears organized, but the building condition is average.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJN04tz9pzaYgRFoSO3KrdNzQ.jpg,2026-03-30T15:55:32.140129
ChIJP0OhmeETaYgRh57t1VVpTn4,Louisville Chrysler Dodge Jeep Ram,"5311 Dixie Hwy, Louisville, KY 40216, USA",38.160399,-85.83175399999999,5.1,4.5,1,6,0,0,7,6,False,False,True,dealer,The facility appears to be a car dealership with a large building and organized parking lots filled with vehicles. The building's roof shows some signs of aging. There is no visible fencing or signage in the satellite imagery.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJP0OhmeETaYgRh57t1VVpTn4.jpg,2026-03-30T15:55:35.404521
ChIJD5SLRAEMaYgRGJpRSoq13jk,Stuff for Trucks,"3912 Fern Valley Rd, Louisville, KY 40219, USA",38.1573668,-85.68955439999999,5.2,2.5,2,0,5,0,6,7,False,False,True,parts_warehouse,"The facility appears to be a parts warehouse with organized parking. There are a few trucks visible, and the building condition seems average. No signage or fencing is apparent in the satellite imagery.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJD5SLRAEMaYgRGJpRSoq13jk.jpg,2026-03-30T15:55:38.655214
ChIJdbHwe7hzaYgR2LAP3QmBQhw,Craig and Landreth Jeffersonville,"630 E 10th St, Jeffersonville, IN 47130, USA",38.282571399999995,-85.7386866,5.2,0.6,2,0,0,0,7,7,False,False,True,other,"The facility appears to be an office building with an adjacent building. There are no visible trucks or trailers, and no service bays are apparent. The lot is organized and appears to be well-maintained.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJdbHwe7hzaYgR2LAP3QmBQhw.jpg,2026-03-30T15:55:42.270625
ChIJhxEs3oETaYgRDRlDBO0EAU4,Jeff Wyler Honda Auto Mall Service,"5244 Dixie Hwy, Louisville, KY 40216, USA",38.1618577,-85.8334562,5.2,4.0,2,10,0,0,8,8,False,False,True,dealer,The facility appears to be a car dealership with a service center. The parking lot is well-organized and the buildings appear to be in good condition. There are several service bays visible on one of the buildings.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJhxEs3oETaYgRDRlDBO0EAU4.jpg,2026-03-30T15:55:45.638682
ChIJUeP77J4NaYgRCsMVPxwFdOo,Sternberg Truck Equipment and Repair,"5340 Dixie Hwy, Louisville, KY 40258, USA",38.1590408,-85.8338757,5.3,3.5,3,10,4,5,6,7,False,False,True,repair_shop,"This facility appears to be a truck repair shop with multiple service bays. The lot is somewhat organized, and there are several trucks and trailers parked on the premises. The building condition is average, and there is no visible signage or fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJUeP77J4NaYgRCsMVPxwFdOo.jpg,2026-03-30T15:55:49.576268
ChIJOYhbMvcLaYgROJHDLygL_ps,The Tire Station,"5031 Poplar Level Rd, Louisville, KY 40219, USA",38.1653867,-85.679684,5.3,2.5,3,6,1,1,6,6,False,False,True,service_center,"This facility appears to be a tire and service center. There are multiple service bays visible. The lot is relatively organized, but the building condition is average.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJOYhbMvcLaYgROJHDLygL_ps.jpg,2026-03-30T15:55:59.844225
ChIJ_azetTMRaYgR0Yk3Dn1frzc,44 Auto Mart Of Louisville,"5357 Dixie Hwy, Louisville, KY 40216, USA",38.1571023,-85.8332573,5.4,1.5,1,0,0,0,7,7,False,False,True,dealer,"The facility appears to be a car dealership with a single large building and a parking lot filled with cars. The lot is organized, and the building appears to be in decent condition. There is no visible signage or fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ_azetTMRaYgR0Yk3Dn1frzc.jpg,2026-03-30T15:56:03.088276
ChIJxUGKhAoLaYgROcMtScHcyJ4,Medley's Auto & Truck Repair Service,"3913 Shepherdsville Rd, Louisville, KY 40218, USA",38.1950156,-85.6617406,5.4,4.5,3,10,2,15,5,6,False,False,False,repair_shop,"The facility appears to be a truck repair shop with a large storage area for trailers. The lot is somewhat cluttered, and the building condition is average. There is no visible signage or fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJxUGKhAoLaYgROcMtScHcyJ4.jpg,2026-03-30T15:56:06.474217
ChIJMa-f0V8OaYgR7L0eNTGCdVM,Yeyo Auto & Truck Service,"2101 Outer Loop, Louisville, KY 40219, USA",38.1325195,-85.7285075,5.5,4.5,2,10,15,25,5,6,False,False,False,service_center,"The facility appears to be a truck service center with a large number of trucks and trailers parked on site. The lot appears somewhat disorganized and lacks fencing. There are two buildings, one with multiple service bays.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJMa-f0V8OaYgR7L0eNTGCdVM.jpg,2026-03-30T15:56:09.876362
ChIJje5DbpULaYgRbPlFP6lfNp8,TT Trucks service shop roadside assistance,"2105 Outer Loop, Louisville, KY 40219, USA",38.133097899999996,-85.7277615,5.5,4.5,2,10,35,25,5,6,False,False,False,repair_shop,This facility appears to be a truck repair shop with a large storage yard. The lot is not very organized and the cleanliness is average. There is a main building with service bays and a smaller building nearby.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJje5DbpULaYgRbPlFP6lfNp8.jpg,2026-03-30T15:56:13.422559
ChIJMX2m2PwPaYgRGY-aA3JCkVs,FleetUnlimited,"1213 Outer Loop, Louisville, KY 40219, USA",38.1295974,-85.7421813,5.5,4.5,4,15,0,75,4,5,False,False,True,storage_yard,"The facility appears to be primarily used for trailer storage. The lot is mostly organized, but the building condition is fair and there is some vegetation overgrowth. There is no visible signage or fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJMX2m2PwPaYgRGY-aA3JCkVs.jpg,2026-03-30T15:56:16.548389
ChIJia7kXgoLaYgRObP8N3ltNQk,Rescue Rangers Towing & Roadside Services,"2026 Old Shepherdsville Rd, Louisville, KY 40218, USA",38.1934213,-85.6602803,5.5,1.2,2,6,0,0,6,6,False,False,True,service_center,"The facility appears to be a service center with multiple bays. The lot is relatively organized, but there are no trucks or trailers visible in the lot. The building condition is average.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJia7kXgoLaYgRObP8N3ltNQk.jpg,2026-03-30T15:56:19.704615
ChIJ52t-IagOaYgRKtT64Kp7Ark,I Deal Autos,"7304 Preston Hwy, Louisville, KY 40219, USA",38.1456935,-85.69146959999999,5.7,2.5,3,0,0,0,7,6,False,False,True,dealer,"The facility appears to be a car dealership with a large paved lot for vehicle display. There are multiple buildings on the property, but no visible service bays. The lot appears relatively organized and clean.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ52t-IagOaYgRKtT64Kp7Ark.jpg,2026-03-30T15:56:23.168490
ChIJp7xf5lNyaYgRcWN52OzGiT4,Hoosier Brake & Exhaust,"1401 E 10th St, Jeffersonville, IN 47130, USA",38.2880379,-85.73026200000001,5.7,0.7,2,4,0,0,6,6,False,False,False,repair_shop,The facility appears to be a repair shop with multiple service bays. The lot is not very organized and there are no trucks or trailers visible. The building condition is average.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJp7xf5lNyaYgRcWN52OzGiT4.jpg,2026-03-30T15:56:26.274483
ChIJfzPoAgBzaYgRKVcUtLB0oD0,Traver Diesel Repair,"1501 E 8th St Apt#10B-1, Jeffersonville, IN 47130, USA",38.287655699999995,-85.72431449999999,5.8,0.7,3,0,0,0,5,6,False,False,False,other,"The facility appears to be a small complex of buildings, possibly apartments or offices. There is no evidence of truck repair or service bays. The lot is not particularly organized and there is no visible signage.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJfzPoAgBzaYgRKVcUtLB0oD0.jpg,2026-03-30T15:56:30.215410
ChIJWc_0jFtyaYgRS7KoiY-imNA,Voignier's Auto Repair,"1903 Dutch Ln, Jeffersonville, IN 47130, USA",38.2917755,-85.7445345,5.8,5.5,7,10,4,10,5,5,False,False,False,repair_shop,"This facility appears to be a repair shop with multiple buildings and a large storage yard. The lot is somewhat cluttered and disorganized. Several trucks and trailers are visible, suggesting it handles larger vehicles.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJWc_0jFtyaYgRS7KoiY-imNA.jpg,2026-03-30T15:56:33.983050
ChIJl2cfo_YPaYgRTqcFoTGa8G4,Fairdale's Original Semi-Truck Wash,"8607 National Tpke, Fairdale, KY 40118, USA",38.1252929,-85.74785899999999,5.8,2.5,3,5,1,1,6,7,False,False,False,service_center,The facility appears to be a truck wash and service center. There are multiple bays visible on the main building. The lot appears somewhat disorganized with vehicles parked in various locations.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJl2cfo_YPaYgRTqcFoTGa8G4.jpg,2026-03-30T15:56:38.166860
ChIJe5Ib-0kRaYgROvsqYkr7-fU,Louisville Cars & Trucks,"7053 Dixie Hwy, Louisville, KY 40258, USA",38.1479323,-85.83715990000002,5.9,1.2,2,0,0,0,7,7,True,False,True,dealer,The facility appears to be a car and truck dealership. The lot is relatively organized with cars parked in rows. There is no visible fencing around the property.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJe5Ib-0kRaYgROvsqYkr7-fU.jpg,2026-03-30T15:56:41.560656
ChIJbZkonRBzaYgRm4KSsxQ3qDc,Diesel Pickup Pros,"2207 Dutch Ln, Jeffersonville, IN 47130, USA",38.294678399999995,-85.7466302,6.0,2.5,2,6,3,5,6,7,False,False,False,repair_shop,"The facility appears to be a repair shop with a moderate amount of truck and trailer parking. The lot is somewhat disorganized, and there is no visible signage or fencing. The building condition appears to be average.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJbZkonRBzaYgRm4KSsxQ3qDc.jpg,2026-03-30T15:56:44.916522
ChIJ7Zc8Gg9taYgRwC_mUWV1djo,Barrett Truck & Trailer Repair LLC,"55 Galt St, New Albany, IN 47150, USA",38.2883253,-85.80208189999999,6.0,0.7,3,4,0,0,5,6,False,False,False,repair_shop,The facility appears to be a truck and trailer repair shop with a main building and two smaller support buildings. The lot is not very organized and there are no trucks or trailers visible in the lot. The cleanliness score is average.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ7Zc8Gg9taYgRwC_mUWV1djo.jpg,2026-03-30T15:56:48.382043
ChIJ0UepWntzaYgRQ4aPStDszyo,Bennett's Towing & Recovery,"1620 E 10th St, Jeffersonville, IN 47130, USA",38.2963593,-85.7251679,6.3,3.5,1,0,10,5,5,6,False,False,True,storage_yard,"The facility appears to be primarily a storage yard for vehicles, including cars, trucks, and trailers. The lot is relatively organized, but the overall cleanliness and building condition are average. There is no visible fencing or signage.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ0UepWntzaYgRQ4aPStDszyo.jpg,2026-03-30T15:56:51.853397
ChIJS3t1SqsLaYgREXK9xW47rMw,"Bob Hook Used Cars, Trucks, SUV's","4144 Bardstown Rd, Louisville, KY 40218, USA",38.189844199999996,-85.6437707,6.4,3.5,4,0,0,0,7,7,False,False,True,dealer,"The facility appears to be a car dealership with multiple buildings, including what looks like a car wash. The lot is well-organized with vehicles neatly parked. No trucks or trailers are visible in the lot.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJS3t1SqsLaYgREXK9xW47rMw.jpg,2026-03-30T15:56:55.059454
ChIJOdmR2lQKaYgRJa9fj9urVFA,Bob Hook Commercial & Fleet Sales,"4155 Bardstown Rd, Louisville, KY 40218, USA",38.1903351,-85.643115,6.4,2.5,3,15,0,0,7,7,False,False,True,dealer,"This facility appears to be a commercial truck dealer, with a main building and a smaller structure. The lot is well-organized with designated parking for trucks and vans. There are no trucks or trailers visible in the lot.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJOdmR2lQKaYgRJa9fj9urVFA.jpg,2026-03-30T15:56:58.533792
ChIJ87HqhWkPaYgRKrDe71ZKeRU,Fleet Services,"1983 S Park Rd, Louisville, KY 40219, USA",38.1181078,-85.73070709999999,6.4,15.0,1,100,10,70,7,6,False,False,True,service_center,This facility appears to be a large service center or distribution hub. There is a large building with many loading docks and a significant number of trailers parked in the lot. The roof shows some signs of wear and tear.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ87HqhWkPaYgRKrDe71ZKeRU.jpg,2026-03-30T15:57:01.838130
ChIJNdIFvY1taYgR7b-GMZb1fTM,T.A.P. Automotive Clarksville,"2507 Lincoln Dr, Clarksville, IN 47129, USA",38.3001194,-85.77566829999999,6.4,2.5,3,6,2,0,6,7,True,False,True,repair_shop,"The facility appears to be a repair shop with a main building and two smaller outbuildings. The lot is mostly organized with designated parking areas. There are a few trucks visible, suggesting it handles larger vehicles.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJNdIFvY1taYgR7b-GMZb1fTM.jpg,2026-03-30T15:57:05.830127
ChIJj1F72KYJaYgR7RHAK2q-xAM,Preston Truck Part LLC,"8107 Preston Hwy, Louisville, KY 40219, USA",38.1349673,-85.6844622,6.5,2.5,4,6,3,3,5,6,False,False,False,parts_warehouse,"The facility appears to be a parts warehouse with some repair capabilities. There are several buildings, a few trucks and trailers, and a large area dedicated to storing parts. The lot is not very organized and the building conditions are average.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJj1F72KYJaYgR7RHAK2q-xAM.jpg,2026-03-30T15:57:09.365874
ChIJ8euwQt8LaYgRhFYblDXPFbM,AJ's Towing Service,"6708 Shepherdsville Rd #3, Louisville, KY 40228, USA",38.152913,-85.66013769999999,6.6,0.7,3,2,2,1,5,6,False,False,False,service_center,"The facility has multiple buildings and a small lot. There are a few trucks and trailers visible, suggesting it is a service center or repair shop. The lot appears somewhat disorganized and lacks fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ8euwQt8LaYgRhFYblDXPFbM.jpg,2026-03-30T15:57:12.673214
ChIJ-XZkQfVtaYgR8eCoGCG3mE8,S & R Towing,"150 E Bell Ave, Clarksville, IN 47129, USA",38.304899999999996,-85.7679734,6.7,2.5,2,6,0,15,4,6,False,False,False,storage_yard,"This facility appears to be a storage yard, primarily for trailers and cars. The lot is not very organized and appears somewhat cluttered. There is one large building with multiple bays and a smaller building.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ-XZkQfVtaYgR8eCoGCG3mE8.jpg,2026-03-30T15:57:16.127035
ChIJo0kummEJaYgRTa_VpcS-HJs,Motor Max LLC,"6913 Shepherdsville Rd, Louisville, KY 40219, USA",38.150038599999995,-85.65940169999999,6.8,3.5,2,6,2,1,6,6,False,False,True,dealer,"The facility appears to be a commercial truck dealer, with a large inventory of trucks parked in an organized manner. There are two buildings on the property, one larger building with service bays and a smaller building. The lot appears moderately clean and the buildings are in fair condition.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJo0kummEJaYgRTa_VpcS-HJs.jpg,2026-03-30T15:57:19.899527
ChIJ69l0oPVtaYgRIa_p6rQjxWQ,RNR Tire Express & Custom Wheels,"1207 Eastern Blvd, Clarksville, IN 47129, USA",38.306339699999995,-85.7680663,6.8,1.5,3,6,0,0,7,7,True,False,True,repair_shop,"The facility appears to be a tire and custom wheel shop with multiple service bays. The lot is relatively organized and clean. There are three buildings on the property, including what appears to be a service building and a retail building.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ69l0oPVtaYgRIa_p6rQjxWQ.jpg,2026-03-30T15:57:23.572888
ChIJBfYQraxzaYgRa2JeMW6ivSk,Meineke Car Care Center,"1734 E 10th St, Jeffersonville, IN 47130, USA",38.302659,-85.7235405,6.8,1.5,3,6,1,0,6,6,True,False,True,service_center,"This Meineke Car Care Center appears to be a standard auto service facility. There are multiple service bays visible, and the parking lot seems relatively organized. The building condition is average, and there is visible signage.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJBfYQraxzaYgRa2JeMW6ivSk.jpg,2026-03-30T15:57:26.676079
ChIJa35NFwdtaYgR8gHn2qMwTSo,American Trailer LLC,"1223 E 8th St, New Albany, IN 47150, USA",38.2967472,-85.8175177,6.9,1.5,3,0,0,6,4,4,False,False,False,storage_yard,The facility appears to be a trailer storage yard with several trailers visible. The buildings are in poor condition and the lot is not well organized. There is no visible signage or fencing.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJa35NFwdtaYgR8gHn2qMwTSo.jpg,2026-03-30T15:57:29.858054
ChIJP7wriPJtaYgRSOGMLgApvnw,Jim Butner Auto & RV Inc.,"125 W Lewis and Clark Pkwy, Clarksville, IN 47129, USA",38.307098599999996,-85.7754211,6.9,2.5,1,0,0,0,7,7,False,False,True,dealer,The facility appears to be a car dealership with a single building and a large parking lot. The lot is organized with marked parking spaces. No trucks or trailers are visible in the lot.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJP7wriPJtaYgRSOGMLgApvnw.jpg,2026-03-30T15:57:32.961802
ChIJt33bo7AWaYgR-0Ec27Mll-c,Davis Service Center,"5503 Greenwood Rd, Louisville, KY 40258, USA",38.144633999999996,-85.858595,7.0,1.2,1,6,0,0,6,6,False,False,True,repair_shop,"The facility appears to be a repair shop with several service bays. The lot is relatively organized, but there are no trucks or trailers visible in the lot. There is no visible signage or fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJt33bo7AWaYgR-0Ec27Mll-c.jpg,2026-03-30T15:57:36.123616
ChIJc1hrSz5zaYgRDFAPB5q-IT0,Ziegler Tire,"3131 Industrial Pkwy, Jeffersonville, IN 47130, USA",38.3103397,-85.7506982,7.1,2.5,1,12,0,1,6,7,False,False,False,parts_warehouse,"The facility appears to be a parts warehouse with several loading bays. There is one trailer visible on the lot. The lot appears somewhat unorganized, and there is no visible signage or fencing.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJc1hrSz5zaYgRDFAPB5q-IT0.jpg,2026-03-30T15:57:40.067334
ChIJ8Rukltg3pkkRdZx5dg1PHkY,Road service Benitez truck and trailers,"5400 Monaco Dr, Louisville, KY 40219, USA",38.1393324,-85.66196430000001,7.1,0.0,0,0,0,0,0,0,False,False,False,other,"The provided image does not show the commercial truck facility at the given address. It shows a residential area. Therefore, I cannot provide an analysis of the truck facility.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJ8Rukltg3pkkRdZx5dg1PHkY.jpg,2026-03-30T15:57:43.412239
ChIJbY7YO-FzaYgR8UBvW9LjoKE,Isaacs Pre-Owned Autos,"2015 E 10th St, Jeffersonville, IN 47130, USA",38.3078292,-85.7216684,7.2,2.5,2,0,3,0,6,5,False,False,True,dealer,"The facility appears to be a used car dealership with a large parking lot. There are a few trucks visible, but mostly cars. The building condition is fair, and the lot is somewhat organized.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJbY7YO-FzaYgR8UBvW9LjoKE.jpg,2026-03-30T15:57:46.551980
ChIJA4K0PAhyaYgRYnp54fXe_Qc,Craig and Landreth Clarksville,"619 E Lewis and Clark Pkwy, Clarksville, IN 47129, USA",38.3126399,-85.7659752,7.2,2.5,4,10,1,0,7,6,False,False,True,dealer,"This facility appears to be a car dealership with a service center. There are multiple buildings, including a main building, a service building with bays, and a car wash. The lot is mostly organized, but the building conditions are average.",/Users/justinfagan/dev/reseller-intel/facility-images/ChIJA4K0PAhyaYgRYnp54fXe_Qc.jpg,2026-03-30T15:57:50.042322
ChIJB0xIXfdtaYgRIiB8gwzs9Ko,NAPA Auto Parts - MBE LLC,"1514 Blackiston Mill Rd, Clarksville, IN 47129, USA",38.313547,-85.770754,7.3,1.5,2,6,6,0,7,7,False,False,True,parts_warehouse,The facility appears to be a parts warehouse with several delivery trucks parked outside. The lot is relatively organized and the buildings are in decent condition. There is no visible signage or fencing.,/Users/justinfagan/dev/reseller-intel/facility-images/ChIJB0xIXfdtaYgRIiB8gwzs9Ko.jpg,2026-03-30T15:57:53.417038
